Source,ShoeNum,TableNum,Context,Detail
[A],9,121,Agent 2 avg. pnl/hand,0.066116
[A],9,121,Agent 3 avg. pnl/hand,0.227273
[A],9,122,Agent 1 avg. pnl/hand,-0.032787
[A],9,122,Agent 2 avg. pnl/hand,0.057377
[A],9,122,Agent 3 avg. pnl/hand,0.221311
[A],9,123,Agent 1 avg. pnl/hand,-0.032520
[A],9,123,Agent 2 avg. pnl/hand,0.048780
[A],9,123,Agent 3 avg. pnl/hand,0.211382
[A],9,124,Agent 1 avg. pnl/hand,-0.040323
[A],9,124,Agent 2 avg. pnl/hand,0.040323
[A],9,124,Agent 3 avg. pnl/hand,0.225806
[A],9,125,Agent 1 avg. pnl/hand,-0.048000
[A],9,125,Agent 2 avg. pnl/hand,0.032000
[A],9,125,Agent 3 avg. pnl/hand,0.224000
[A],9,126,Agent 1 avg. pnl/hand,-0.055556
[A],9,126,Agent 2 avg. pnl/hand,0.023810
[A],9,126,Agent 3 avg. pnl/hand,0.214286
[A],9,127,Agent 1 avg. pnl/hand,-0.039370
[A],9,127,Agent 2 avg. pnl/hand,0.031496
[A],9,127,Agent 3 avg. pnl/hand,0.220472
[A],9,128,Agent 1 avg. pnl/hand,-0.027344
[A],9,128,Agent 2 avg. pnl/hand,0.027344
[A],9,128,Agent 3 avg. pnl/hand,0.210938
[A],9,129,Agent 1 avg. pnl/hand,-0.019380
[A],9,129,Agent 2 avg. pnl/hand,0.038760
[A],9,129,Agent 3 avg. pnl/hand,0.217054
[A],9,130,Agent 1 avg. pnl/hand,-0.026923
[A],9,130,Agent 2 avg. pnl/hand,0.046154
[A],9,130,Agent 3 avg. pnl/hand,0.207692
[A],9,131,Agent 1 avg. pnl/hand,-0.030534
[A],9,131,Agent 2 avg. pnl/hand,0.041985
[A],9,131,Agent 3 avg. pnl/hand,0.213740
[E],9,132,Shoe Completed,
[A],10,132,Agent 1 avg. pnl/hand,-0.015152
[A],10,132,Agent 2 avg. pnl/hand,0.049242
[A],10,132,Agent 3 avg. pnl/hand,0.227273
[A],10,133,Agent 1 avg. pnl/hand,-0.007519
[A],10,133,Agent 2 avg. pnl/hand,0.041353
[A],10,133,Agent 3 avg. pnl/hand,0.233083
[A],10,134,Agent 1 avg. pnl/hand,-0.014925
[A],10,134,Agent 2 avg. pnl/hand,0.033582
[A],10,134,Agent 3 avg. pnl/hand,0.216418
[A],10,135,Agent 1 avg. pnl/hand,-0.022222
[A],10,135,Agent 2 avg. pnl/hand,0.018519
[A],10,135,Agent 3 avg. pnl/hand,0.207407
[A],10,136,Agent 1 avg. pnl/hand,-0.022059
[A],10,136,Agent 2 avg. pnl/hand,0.011029
[A],10,136,Agent 3 avg. pnl/hand,0.198529
[A],10,137,Agent 1 avg. pnl/hand,-0.010949
[A],10,137,Agent 2 avg. pnl/hand,0.018248
[A],10,137,Agent 3 avg. pnl/hand,0.193431
[A],10,138,Agent 1 avg. pnl/hand,-0.018116
[A],10,138,Agent 2 avg. pnl/hand,0.018116
[A],10,138,Agent 3 avg. pnl/hand,0.184783
[A],10,139,Agent 1 avg. pnl/hand,-0.010791
[A],10,139,Agent 2 avg. pnl/hand,0.010791
[A],10,139,Agent 3 avg. pnl/hand,0.197842
[A],10,140,Agent 1 avg. pnl/hand,-0.003571
[A],10,140,Agent 2 avg. pnl/hand,0.025000
[A],10,140,Agent 3 avg. pnl/hand,0.210714
[A],10,141,Agent 1 avg. pnl/hand,-0.010638
[A],10,141,Agent 2 avg. pnl/hand,0.010638
[A],10,141,Agent 3 avg. pnl/hand,0.195035
[A],10,142,Agent 1 avg. pnl/hand,-0.003521
[A],10,142,Agent 2 avg. pnl/hand,0.017606
[A],10,142,Agent 3 avg. pnl/hand,0.200704
[A],10,143,Agent 1 avg. pnl/hand,-0.006993
[A],10,143,Agent 2 avg. pnl/hand,0.010490
[A],10,143,Agent 3 avg. pnl/hand,0.192308
[A],10,144,Agent 1 avg. pnl/hand,-0.010417
[A],10,144,Agent 2 avg. pnl/hand,0.006944
[A],10,144,Agent 3 avg. pnl/hand,0.187500
[A],10,145,Agent 1 avg. pnl/hand,-0.010345
[A],10,145,Agent 2 avg. pnl/hand,0.013793
[A],10,145,Agent 3 avg. pnl/hand,0.193103
[A],10,146,Agent 1 avg. pnl/hand,-0.017123
[A],10,146,Agent 2 avg. pnl/hand,0.023973
[A],10,146,Agent 3 avg. pnl/hand,0.184932
[A],10,147,Agent 1 avg. pnl/hand,-0.006803
[A],10,147,Agent 2 avg. pnl/hand,0.020408
[A],10,147,Agent 3 avg. pnl/hand,0.197279
[E],10,148,Shoe Completed,
[A],11,148,Agent 1 avg. pnl/hand,0.006757
[A],11,148,Agent 2 avg. pnl/hand,0.027027
[A],11,148,Agent 3 avg. pnl/hand,0.209459
[A],11,149,Agent 1 avg. pnl/hand,0.000000
[A],11,149,Agent 2 avg. pnl/hand,0.013423
[A],11,149,Agent 3 avg. pnl/hand,0.201342
[A],11,150,Agent 1 avg. pnl/hand,0.013333
[A],11,150,Agent 2 avg. pnl/hand,0.020000
[A],11,150,Agent 3 avg. pnl/hand,0.186667
[A],11,151,Agent 1 avg. pnl/hand,0.023179
[A],11,151,Agent 2 avg. pnl/hand,0.029801
[A],11,151,Agent 3 avg. pnl/hand,0.178808
[A],11,152,Agent 1 avg. pnl/hand,0.029605
[A],11,152,Agent 2 avg. pnl/hand,0.036184
[A],11,152,Agent 3 avg. pnl/hand,0.184211
[A],11,153,Agent 1 avg. pnl/hand,0.022876
[A],11,153,Agent 2 avg. pnl/hand,0.035948
[A],11,153,Agent 3 avg. pnl/hand,0.176471
[A],11,154,Agent 1 avg. pnl/hand,0.009740
[A],11,154,Agent 2 avg. pnl/hand,0.042208
[A],11,154,Agent 3 avg. pnl/hand,0.168831
[A],11,155,Agent 1 avg. pnl/hand,0.006452
[A],11,155,Agent 2 avg. pnl/hand,0.054839
[A],11,155,Agent 3 avg. pnl/hand,0.161290
[A],11,156,Agent 1 avg. pnl/hand,-0.019231
[A],11,156,Agent 2 avg. pnl/hand,0.048077
[A],11,156,Agent 3 avg. pnl/hand,0.153846
[A],11,157,Agent 1 avg. pnl/hand,-0.012739
[A],11,157,Agent 2 avg. pnl/hand,0.054140
[A],11,157,Agent 3 avg. pnl/hand,0.159236
[A],11,158,Agent 1 avg. pnl/hand,-0.015823
[A],11,158,Agent 2 avg. pnl/hand,0.060127
[A],11,158,Agent 3 avg. pnl/hand,0.167722
[A],11,159,Agent 1 avg. pnl/hand,-0.018868
[A],11,159,Agent 2 avg. pnl/hand,0.053459
[A],11,159,Agent 3 avg. pnl/hand,0.160377
[A],11,160,Agent 1 avg. pnl/hand,-0.009375
[A],11,160,Agent 2 avg. pnl/hand,0.046875
[A],11,160,Agent 3 avg. pnl/hand,0.153125
[A],11,161,Agent 1 avg. pnl/hand,-0.009317
